model,params,mean_test_f1,std_test_f1,mean_test_accuracy,std_test_accuracy,rank_test_f1
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.45370203447424834,0.009905977527398531,0.7727809605885712,0.004365200005266171,5
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance'}",0.45370203447424834,0.009905977527398531,0.7727809605885712,0.004365200005266171,5
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.4513218516801204,0.01572704033760144,0.782916449978455,0.0041107709885014635,7
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.4513218516801204,0.01572704033760144,0.782916449978455,0.0041107709885014635,7
GaussianNB,{'clf__var_smoothing': 1e-09},0.4505071688639086,0.00620821768018119,0.4198832536982044,0.015581593321885466,3
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.4349336541250063,0.013803087660778287,0.7563796335015187,0.005209478866364054,9
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.4349336541250063,0.013803087660778287,0.7563796335015187,0.005209478866364054,9
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 15, 'clf__weights': 'uniform'}",0.43395935623532733,0.014032484627719095,0.7852197483798797,0.005048072265770724,11
kNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 15, 'clf__weights': 'distance'}",0.43395935623532733,0.014032484627719095,0.7852197483798797,0.005048072265770724,11
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.4321936615532479,0.014111654621715024,0.768174448692123,0.004086929772161192,13
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance'}",0.4321936615532479,0.014111654621715024,0.768174448692123,0.004086929772161192,13
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.4284539732304952,0.016090070925146843,0.7354637481506325,0.008017812208756232,15
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.4284539732304952,0.016090070925146843,0.7354637481506325,0.008017812208756232,15
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.40509889017135237,0.015969061005120043,0.7728736359255965,0.0034748326795568667,17
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.40509889017135237,0.015969061005120043,0.7728736359255965,0.0034748326795568667,17
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 15, 'clf__weights': 'uniform'}",0.3876313073567913,0.01863171243644178,0.7770194456885591,0.003808578524464499,19
kNN,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 15, 'clf__weights': 'distance'}",0.3876313073567913,0.01863171243644178,0.7770194456885591,0.003808578524464499,19
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__n_estimators': 400}",0.3581208507033195,0.036420487451931396,0.8023585300154743,0.0059231788937490525,23
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__n_estimators': 200}",0.3549625575895726,0.029604399620813997,0.8016213726393367,0.0049626364014831986,24
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.30071164641404863,0.010706156494370315,0.7044127979418688,0.005094508507163184,21
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.30071164641404863,0.010706156494370315,0.7044127979418688,0.005094508507163184,21
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.287227128247023,0.008696881233659534,0.732055392936212,0.005246588592665789,23
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.287227128247023,0.008696881233659534,0.732055392936212,0.005246588592665789,23
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.26600625256399857,0.01364384111401888,0.7437567686321791,0.004529635638580609,25
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 7, 'clf__weights': 'distance'}",0.26600625256399857,0.01364384111401888,0.7437567686321791,0.004529635638580609,25
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.23496861038173403,0.014074622127702352,0.7563797608611207,0.005411839108125732,27
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.23496861038173403,0.014074622127702352,0.7563797608611207,0.005411839108125732,27
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 15, 'clf__weights': 'uniform'}",0.21485801692512901,0.009437822702510295,0.7582226543014645,0.004276544088782128,29
kNN,"{'clf__metric': 'chebyshev', 'clf__n_neighbors': 15, 'clf__weights': 'distance'}",0.21485801692512901,0.009437822702510295,0.7582226543014645,0.004276544088782128,29
